service_id,service_name,common_name,action_name,service_link,department_id,department_name,is_new,service_type,is_active,is_paid_service,service_desc,how_to_apply,eligibility_criteria,required_doc
137,Apply - Swasthya Sathi Enrolment Certificate New Registration (Form – B),Swasthya Sathi,Apply - Swasthya Sathi Enrolment Certificate New Registration (Form – B),https://ssai.swasthyasathi.gov.in/onlineBenRegistration/BeneficiaryDataEntryOnlineIndex,13,Health & Family Welfare Department,0,F,1,f,Provides basic health cover for secondary and tertiary care up to Rs. 5 lakh per annum per family.,"Beneficiary to submit application in Form B; Form B is verified by Nodal Officers/BDO/Municipality and uploaded on the online portal; Unique Registration Number (URN) is generated against each family after de-duplication; Smart Card distributed on the spot in camp mode or permanent enrolment centre.
 ","(1) Should be permanent residents of West Bengal. (2) Should not be insured under any govt. sponsored health insurance scheme, (3) should not receive medical allowance with the salary.
    ","Aadhar Card, Identity Proof-Like Voter Card, Ration card, etc, Permanent Residence Proof."
138,Apply - OPD Registration,Hospital,Apply - OPD Registration,https://onlinehmis.wbhealth.gov.in/Login.aspx,13,Health & Family Welfare Department,0,F,1,f,It aims to enable a patient/patient party to book OPD Tickets at different health facilities from the comfort of their homes,Online at onlinehmis.wbhealth.gov.in/,"",""
139,Search - COVID Patient Information,COVID,Search - COVID Patient Information,https://www.wbhealth.gov.in/,13,Health & Family Welfare Department,0,I,1,f,"It aims to let patient/patient party know about bed availability status in Covid hospitals. Telemedicine services aret o provide telecounselling to patients,guide them and instructthem accordingly. Test results of the RTPCR can be accessed through the link provided to the patient on his mobile number.","","",""
140,Search - Blood Test Report,Blood,Search - Blood Test Report,https://onlinehmis.wbhealth.gov.in/IPD/IPDInPatientTestResultPrint.aspx,13,Health & Family Welfare Department,0,I,1,f,"It aims to provide online blood test report to patients (currently available only in the medical colleges in Kolkata, Salt lake SDH, Howrah DH and MR Bangur DH).","","",""
146,Apply - Swami Vivekananda Scholarship,Scholarship,Apply - Swami Vivekananda Scholarship,https://svmcm.wbhed.gov.in/page/application_procedure.php,14,Higher Education Department,0,F,1,f,"The scheme provides scholarships at different levels of higher studies, at educational institutions based in West Bengal. It also extends financial benefit to Kanyashree students at PG level (K3).","Online registration on the portal. Login with the Applicant ID and password for online form fill up, upload scanned supporting documents and submission.","","1. Marksheet of Class X 2. Marksheet of last qualifying exam 3. Admission receipt 4. Scanned copy of bank passbook (first page containing A/C no. and IFSC) 5. Domicile certificate (Aadhaar card, Voter Card/Ration Card) 6. Income Certificate (Not Applicable for K3)"
166,Apply - Unemployment Allowance Application ,Schemes,Apply - Unemployment Allowance Application ,https://wblc.gov.in/applicant-login,19,Labour Department,0,F,1,f,It aims to provide all types of Employment related services," Any Job-seekers can enrol online through “New Enrolment” sub-module under Job-seeker menu in Employment Bank portal (employmentbankwb.gov.in/). After accepting terms and condition, a one page simple enrolment page will open. Job-seeker needs to fill all the mandatory fields. After filling all the mandatory fields, online application page needs to be submitted through clicking SUBMIT button. A temporary enrolment ID will be created. The job-seeker is then required to visit any Employment Exchange of the State for validation of the temporary ID. On validation User-ID and password are sent to the job-seekers through system-generated SMS. He/ She can then access the portal and use it.",Minimum age 18 years of age,Proof of Date of Birth and other Educational qualification and Address proof documents.
378,Apply - New Conductor Licence Application ,Conductor Licence,Apply - New Conductor Licence Application ,https://sarathi.parivahan.gov.in/sarathiservice/CSCAgencyAuthService.jsp,33,Transport Department,1,P,1,t,"","","","1. Fill Applicant/Request Details
2. Upload Documents (if required)
3. Upload Photo and Signature if required (applicable only in certain states)
4. Payment of Fee"
151,Apply - Local Residence (Domicile) Certificate,eDistrict,Apply - Local Residence (Domicile) Certificate,/edist/domicile-cert,15,Home & Hill Affairs Department,0,F,1,f,"Domicile or residence certificate is a proof of residence, issued by the State Government. This is a primary legal document that is used to prove the residency of a person residing in a particular state.",a.The applicant has to create a login on the e-District portal edistrict.wb.gov.in/ b. Click on the “Certificates” section and click on Local Residence (Domicile) Certificate c. Click on Apply. Fill the Application for Local Residence (Domicile) Certificate,a. Any person who is a resident of India and a bona fideresident of West Bengal having a permanent home in the state is eligible b. A person residing in the state for 15 years or having a permanent home in the state but residing somewhere else for earning a living c. Any woman who is not a resident of the state but married to a person who is a permanent resident of the state is eligible to obtain a domicile certificate,"a. Residential proof: Documentary evidence of rented house (photocopyof Land Deed/Khatiyan/Rent Receipt Copy)/documentary evidence of residential land, residential certificate issued by SDO b. Identity proof: Defence ID Card/PANCard/Government ID Card/Passport/Driving Licence/Electors Photo Identity Card (EPIC)/Ration Card,photocopy of Gorkha certificate issued from D.G.H.C., Certificate from Gram Panchayat Pradhan/Certificate from MLA/Certificate from MP, attested photo copy of call letter issued from Army/BSF/CRPF/CISF/SSB/ITBP/EFR c. Birth proof: Admit Card for Secondary Examination/photocopy of Birth Certificate Photograph: One attested passport sizecolour photograph"
152,Apply - Refinance of Term Loan,Term Loan,Apply - Refinance of Term Loan,https://tl.wbmdfc.org/bsk/apply,24,Minority Affairs & Madrasah Education Department,0,F,1,f,Minority loan,"Issuance of Firearm Licence: a. The applicant has to create a login on the e-District portal, edistrict.wb.gov.in/ b. Click on the “Licences” section and click on Issuance of Firearm Licence c. Click on Apply. Fill the Application for Issuance of Firearm Licence Duplicate Issue of Arms Licence: a. The applicant has to create a login on the e-District portal, edistrict.wb.gov.in/ b. Click on the Licences section and click on Duplicate Issue of Arms Licence c. Click on Apply. Fill the Application for Duplicate Issue of Arms Licence Renewal of Firearm Licence a. The applicant has to create a login on the e-District portal, edistrict.wb.gov.in/ b. Click on the “Licences” section and click on Renewal of Firearm Licence c. Click on Apply. Fill the Application for Renewal of Firearm Licence Surrender and Cancellation of Firearm Licence a. The applicant has to create a login on the e-District portal, edistrict.wb.gov.in/ b. Click on the Licences section and click on Surrender and Cancellation of Firearm Licence c. Click on Apply. Fill the Surrender and Cancellation of Firearm Licence",Issuance of Firearm Licence: a. The applicant should not have any past record of any kind of criminal activity b. Applicant should beminimum 21 years of age Duplicate Issue of Arms Licence: a. Licence card with validity b. Copy of FIR (if necessary) c. Affidavit d. Photocopy of licence with validity (if necessary) e. Court fees stamp of Rs. 5/- Renewal of Firearm Licence: a. Existing Firearm Licence b. Age proof Surrender and Cancellation of Firearm Licence: a. Applicant should have a valid Firearm Licence,"a. Identity proof (EPIC/Passport/PAN card/Driving Licence/Ration Card/Government ID Card/Defence ID Card) b. Age proof (EPIC/Passport/PAN card/Driving Licence/Ration Card/admit card of matriculation exam/Birth Certificate) c. Residential Certificate issued by SDO d. One colourpassportsize photograph e. Army Service Certificate (in case of army personnel) f. Income tax proof for civilians g. Medical Fitness Certificate h. NOC from DFO (if there is a forest within 10km) i. Certificate from BDO that there is no forest within 10km • Physical application to be submitted to (i.e., full address of the"
153,Search - Transfer Case of Arms License Information,License,Search - Transfer Case of Arms License Information,http://edistrict.wb.gov.in/,15,Home & Hill Affairs Department,0,I,1,f,The system is intended for digitisation of the transfer case of Firearm Licence,Applicant should have a valid Firearm Licence,Applicant should have a valid Firearm Licence,a. Valid Firearm Licence card b. 1 copy of passport photo of transferee (for scanning)
154,Apply - Gorkha Certificate,eDistrict,Apply - Gorkha Certificate,/edist/gcapp,15,Home & Hill Affairs Department,0,F,1,f,"a.The applicant has to create a login on the e-District portal,edistrict.wb.gov.in/ b. Click on the Certificates section and click on Gorkha Certificate c. Click on Apply. Fill the Application for Gorkha Certificate","Gorkha, as specified in No.13-229/2000/Estt dt.10th September 2000 of Anthropological Survey of India under Ministry of Culture","a. Residential Certificate issued by SDO/Ration Card b. Electoral Voter Identity Card (EPIC)/Driving Licence/Bank Pass Book c. Age proof: Birth Certificate/Admit Card d. Community status:Certificate from respective Pradhan/MLA/MP e. Marksheet: Primary/Secondary/Higher Secondary f. Employment Exchange Card (Optional) g. Father’s/guardian’s occupation proof h. Father’s/guardian’s income proof i. Proof of residence 1. For residential land: Land Deed/Khatian/Tax Receipt from Gram Panchayat/Municipality 2. For rented house: House Rent Receipt/Electricity Bill 3. For tea garden residents: Original Certificate from Garden Manager and Gram Panchayat Pradhan j. Recent passport size photograph attested by a Group A Officer k. Signature l. Current advertisement of recruitment in Army/BSF/CRPF/ITBP/Police, etc.",""
155,Apply - Submission of Form for Electoral Roll,Electoral Roll,Apply - Submission of Form for Electoral Roll,https://voters.eci.gov.in/,15,Home & Hill Affairs Department,0,F,1,f,It aims to ensure a robust mechanism for accurate revision of electoral roll of the state,"Form 6: The application can be filled online on the National Voter Service Portal, i.e., www.nvsp.in/, or on the website of the Chief Electoral Officer of the State concerned, i.e., ceowestbengal.nic.in/ Form 7: a. The application can be filled online on the National Voter Service Portal, i.e., www.nvsp.in/, or on the website of the Chief Electoral Officer of the State concerned, i.e., ceowestbengal.nic.in/ b. Besides the name of the person whose entry is objected for inclusion or sought to be deleted, the other details of the electoral roll, Part No., Serial No. of the entry in that part of electoral roll and Identity Card No. issued to that person are also required to be filled up c. The applicant objector must specify the reason(s) as to why according to him/her the person whose name is objected is not qualified for inclusion in that part of electoral roll, viz. due to death, due to shifting, not ordinarily residing at the registered address, etc. Form 8: The application can be filled online on the National Voter Service Portal, i.e., www.nvsp.in/, or on the website of the Chief Electoral Officer of the State concerned, i.e., ceowestbengal.nic.in/ Form 8A: The application can be filled online on the National Voter Service Portal, i.e., www.nvsp.in/, or on the website of the Chief Electoral Officer of the State concerned, i.e., ceowestbengal.nic.in/",Form 6: An Indian citizen who has attained the age of 18 years or more on the first day of January of the year with reference to which the electoral roll is being revised Form 7: Can be filed only by a person whose name is already included in the roll Form 8: Can be filed only by a person whose name is already included in the electoral roll and who is seeking correction to his/her particulars already printed on the electoral roll Form 8A: A person whose name is already included in the current electoral roll and who has shifted from one place to another place within the same constituency,"Form 6: a. Birth Certificate issued by a Municipal Authority or district office of the Registrar of Births & Deaths or Baptism Certificate; or b. Birth Certificate from the school (Government/recognised) last attended by the applicant or any other recognised educational institution; or c. If a person is Class 10or more pass, they should give a copy of the mark sheet of Class 10 if it contains date of birth as a proof of date of birth; or d. Mark sheet of Class 8 if it contains date of birth; or e. Mark sheet of Class 5 if it contains date of birth; or f. Indian Passport; or g. PAN card; or h. Driving Licence; or i. Aadhaar letter/Card issued by UIDAI j. Declaration for an elector of 21+age group seeking fresh registration for the first time k. A recent passport size colour photograph Form 8: a. Birth Certificate issued by a Municipal Authority or district office of the Registrar of Births & Deaths or Baptism Certificate; or b. Birth Certificate from the school (Government/recognised) last attended by the applicant or any other recognised educational institution; or c. If a person is Class 10 or more pass, they should give a copy of the mark sheet of Class 10 if it contains date of birth as a proof of date of birth; or d. Mark sheet of Class 8 if it contains date of birth; or e. Mark sheet of Class 5 if it contains date of birth; or f. A declaration made by either parent if the person is not educated till Class l0 (in those cases where parental declaration is given as proof of age, the applicant will have to be present themselves for verification before BLO/AERO/ERO); or g. A certificate of his age given by a Sarpanch of the concerned Gram Panchayat or by a member of the concerned Municipal Corporation/Municipal Committee, in case the person is not educated till class 10 and both parents are not alive h. Indian Passport i. PAN Card j. Driving Licence k. Aadhaar letter issued by UIDAI l. Self-attested photocopy of EPIC Card (both sides) "
156,Apply - Verification of Electoral Roll Online,Electoral Roll,Apply - Verification of Electoral Roll Online,https://nvsp.in/,15,Home & Hill Affairs Department,0,I,1,f,It aims to ensure a robust mechanism for accurate revision of electoral roll of the state,a. Track on electoralsearch.in/ to see if the voter’s name is registered or not b. Track on Voter Helpline app to verify the voter’s name in the electoral roll,Indian Citizen aged 18 years and above and with a valid Voter ID card,EPIC details
167,"Apply - Shops & Establishment, Register - New/ Renewal of Certificate for Registration",Registration,"Apply - Shops & Establishment, Register - New/ Renewal of Certificate for Registration",https://wbshopsonline.gov.in/,19,Labour Department,0,P,1,t,"To provide online services viz; -Registration of Shops & Establishments, Renewal of Certificate of Registration etc",The URL for availing services: -wbshopsonline.gov.in,Any interested citizen of the State of West Bengal,"Proof of Identity, Proof of Occupancy & Signed system generated Application for registration"
387,Download - Certificate of Insecticide License,Insecticide License,Download - Certificate of Insecticide License,https://agriinput.matirkatha.net/bsk/bsk_farmers,2,Agriculture Department,0,F,1,f,"","","",""
157,Search - Firecracker License Information,License,Search - Firecracker License Information,http://edistrict.wb.gov.in/,15,Home & Hill Affairs Department,0,I,1,f,The system is intended for digitisation of the new/renewal of firecracker manufacturing/possession/selling licence,"Issuance of Firecracker Possession and Selling Licence:a. The applicant has to create a login on the e-District portal, edistrict.wb.gov.in/ b. Click on the Licences section and click on Issuance of Firecracker Possession and Selling Licence c. Click on Apply. Fill the Application for Issuance of Firecracker Possession and Selling Licence Renewal of Firecracker Possession and Selling Licence: a. The applicant has to create a login on the e-District portal, edistrict.wb.gov.in/ b. Click on the Licences section and click on Renewal of Firecracker Possession and Selling Licence c. Click on Apply. Fill the Application for Renewal of Firecracker Possession and Selling Licence",Applicant should have minimum age of 21 years,Issuance of Firecracker Possession and Selling Licence: a. Photocopy of No Objection Certificate from BDO b. Court Fee Stamp of Rs. 5/- c. Photocopy of Land Ownership Document for place of selling d. Photocopy of Sketch Map for place of selling e. Age proof (suggested to be also uploaded for age verification) Renewal of Firecracker Possession and Selling Licence: a. Photocopy of No Objection Certificate from BDO b. Court Fee Stamp of Rs. 5/- pasted on Application Form c. Photocopy of Land Ownership Document for place of selling d. Photocopy of Sketch Map for place of selling e. Age proof (suggested to be also uploaded for age verification)
158, Search - Term Loan Status,Term Loan, Search - Term Loan Status ,https://tl.wbmdfc.org/bsk/apply,24,Minority Affairs & Madrasah Education Department,0,I,1,f,Search the status of Term Loan,Online via edistrict.wb.gov.in,Applicant should be a resident of West Bengal and at least 21 years of age,"Photocopy of NOC from BDO, Court Fee Stamp of Rs. 5/- pasted on Application Form, Land Ownership Document for place of manufacture/selling,Quarry Permit for extraction of minor minerals issued by DM, Age proof"
159,Apply - Lok Prasar Scheme,Lok Prasar Prakalpa,Apply - Lok Prasar Scheme,https://wblpp.in/Account/login,17,Information & Cultural Affairs Department,0,F,1,f,The scheme aims to give financial assistance to poor folk artistes and to encourage the practice of different folk forms of Bengal by utilising the folk media to disseminate Government messages.,Application forms are available in district/ sub-divisional offices of I&C.A. Department free of cost.,"Applicant should be a folk singer, The minimum age limit is 18 yrs, no upper age limit, Yearly family incomes should be less than Rs 1,50,000/, Maximum number of artistes allowed in a family is 2 and for ST category","Income proof, address proof, photo, proof of bank account"
160,Search - Agriculture & Irrigation Schemes,Agri-irrigation,Search - Agriculture & Irrigation Schemes,https://wbwridd.gov.in/,18,Irrigation & Waterways Department,0,I,1,f,It aims to ensure quality ground and surface irrigation services,Offline application at District development committee office.,All the citizens of West Bengal who needs information related to agri-irrigation schemes.,Related documents if required by local authority
161,Apply - Building and other Construction Workers Pension Scheme,Schemes,Apply - Building and other Construction Workers Pension Scheme,https://wblc.gov.in/applicant-login,19,Labour Department,0,F,1,f,"It aims to provide pension to Building and other Construction Workers registered under BOCW(RECS) Act, 1996",The entire registration process is carried out online; URL: edistrict.wb.gov.in 1. The applicant is to log in- see the user manual available after log in- select the service (registration of construction worker……) -Fill-in the particulars as requested-Upload necessary documents-submit 2. -departmental approval-applicant has to pay the requisite fees at LWFCs- upload documents in support of payment-BRO registers the beneficiary- applicant downloads the approval certificate.,Age – 18 to 60 years and the applicant must be a building or other construction worker engaged in construction work not less than 90 days in preceding 1 year.,"1. Duly filled up Form-27 (application form), 2. Photograph, 3. Age Proof, 4. Photo copy of Bank Pass Book"
162,Search - Subscription of Building and other Construction Workers Pension Scheme Information,Schemes,Search - Subscription of Building and other Construction Workers Pension Scheme Information,https://wblc.gov.in/applicant-login,19,Labour Department,0,F,1,f,"It aims to provide pension to Building and other Construction Workers registered under BOCW(RECS) Act, 1996",The subscription for registration is being physically collected by the appointed Collecting Agents (CA) and Self-Employed Labour Organiser (SLO).The already registered applicant is to log in with edistrict.wb.gov.in portal -see the user manual- select the respective service -upload the documents in support of payment of subscription -automated approval,Age – 18 to 60 years and the applicant must be a building or other construction worker engaged in construction work not less than 90 days in preceding 1 year.,Registration number
163,Search - Registration of Transport Workers Pension Scheme Information,Schemes,Search - Registration of Transport Workers Pension Scheme Information,https://wblc.gov.in/applicant-login,19,Labour Department,0,F,1,f,It aims to provide pension to transport workers,Online application for registration through e-district portal (URL: edistrict.wb.gov.in). Detailed user manual is available after the applicant logs in. Off-line application for claim of pension by the eligible beneficiary through Form VII under WBTWSSS.,Age - 18 - 60 years,"For new registration under the Scheme - Certification by Prescribed Authority in the Prescribed format, P/P photo (self and for each dependent member), age proof document, Driving Licence in case of drivers, EPIC/ AADHAR. For pension claim - Original copies of Form - I, II, IIA, Life certificate, bank details, Joint P/P photo with spouse - 3 copies"
164,Apply - Samajik Suraksha Yojana Application ,Schemes,Apply - Samajik Suraksha Yojana Application ,https://wblc.gov.in/applicant-login,19,Labour Department,0,F,1,f,To provide PF & other benefits to the registered beneficiaries,Online using URL: https://www.bmssy.wblabour.gov.in/(new portal) or ssy.wblabour.gov.in (earlier portal),"18-60 years age, there is no limit for construction and transport workers","Form-I accompanied by copy of Bank Passbook, EPIC/AADHAR, if any, passport-sized coloured photograph, signature, old scheme passbook (if applicable)"
165,Apply - Yuvashree Scheme Application ,Schemes,Apply - Yuvashree Scheme Application ,https://employmentbankwb.gov.in/accept.php?type=1,19,Labour Department,0,F,1,f,It is a financial assistance scheme for the unemployed youth of West Bengal.,"Online application at in the Employment Bank portal (employmentbankwb.gov.in/). After successful submission, provisionally selected beneficiaries need to submit their filled application with required documents to the nearest Employment Exchange.","1. Age limit-18-45 years, 2. Minimum Class VIII passed.","Bank details, Unemployment Certificate by Group A officer"
379,Apply - Renewal of Conductor Licence Application ,Conductor Licence,Apply - Renewal of Conductor Licence Application ,https://sarathi.parivahan.gov.in/sarathiservice/CSCAgencyAuthService.jsp,33,Transport Department,1,P,1,t,"","","","1. Fill Applicant/Request Details
2. Upload Documents (if required)
3. Upload Photo and Signature if required (applicable only in certain states)
4. Payment of Fee"
169,Apply - ROR Application ,Property,Apply - ROR Application ,https://banglarbhumi.gov.in/BanglarBhumi/Home.action,20,Land & Land Reforms and Refugee Relief & Rehabilitation,0,P,1,t,Giving copy of record of rights( Khatian),Application can be done after signing in to the web portal www.banglarbhumi.gov.in. Fees can be paid online through the payment gateway of the portal.,Any Raiyat,o Ration Card o Proof of Identify – Voter ID o Proof of Address – Aadhaar Card o Proof of ownership of property o Land Tax o Encumbrance certificate o Evidence for Income Sources – Income certificate • Disbursement of benefits: Digitally signed copy of ROR
170,Apply - Plot Information,Property,Apply - Plot Information,https://banglarbhumi.gov.in/BanglarBhumi/Home.action,20,Land & Land Reforms and Refugee Relief & Rehabilitation,0,P,1,t,Making plot information available to the applicant,Application can be done after signing in to the web portal www.banglarbhumi.gov.in. Fees can be paid online through the payment gateway of the portal.,Any interested citizen of the State of West Bengal,Tax receipt of the requested plot
171,Apply - Map Service,Property,Apply - Map Service,https://banglarbhumi.gov.in/BanglarBhumi/Home.action,20,Land & Land Reforms and Refugee Relief & Rehabilitation,0,P,1,t,To make the copy of map available to the applicant,Application can be done after signing in to the web portal www.banglarbhumi.gov.in for both plot map and mouza map. Fees can be paid online through the payment gateway of the portal.,No special eligibility.,""
172,Search - Property Information,Property,Search - Property Information,https://banglarbhumi.gov.in/BanglarBhumi/Home.action,20,Land & Land Reforms and Refugee Relief & Rehabilitation,0,I,1,f,This service informs the status of record of the landed property to any applicant,Real time data can be viewed in the web portal www.banglarbhumi.gov.in without any log in and without any fee. Searching can be done both khatian no. and plot no. wise,"",PAN Card and Aadhar Card
173,Apply - Marriage Certificate ,Marriage,Apply - Marriage Certificate,https://rgmwb.gov.in/MARREG_ApplyOnline/MARREG_Apply_Online.aspx,21,Law Department,0,P,1,t,"To register marriage online under the Hindu Marriage Act, 1955, the Special Marriage Act, 1954 (u/s 13 or 16)",Click the relevant service tab to open www.rgmwb.gov.in/MARREG_Portal/ MARREG_Home.aspx • Click to ‘Register your marriage’ tab to page www.rgmwb.gov.in/MARREG_ Portal/MARREG_Register.aspx and go through instructions and keep files ready for uploading. • Click to Click Here to Apply Online to open www.rgmwb.gov.in/ MARREG_ ApplyOnline/ MARREG_Apply_Online.aspx;,"The age limit should be above 21 for husband and above 18 for wife for registration under the Hindu Marriage Act, 1955 and above 21 year for both husband and wife under the Special Marriage Act, 1954 (u/s 13 or 16); • Not within the degree of prohibited relationship; • Shall have valid consent; • Should not suffer from any mental disorder or recurrent attack of insanity","Proof of date of birth, Address proof, Photographs, Signature, Marriage invitation card etc."
174,Search - Mass Education & Library Related Schemes Information,Scholarship,Search - Mass Education & Library Related Schemes Information,https://meels.wb.gov.in/,22,Mass Education Extn. & Library Services,0,I,1,f,It provides information needed by the public.,Online/offline member of the library,All Citizens,"Voter Identity Card, Birth Certificate, Residential Certificate"
175,Apply - Karma Sathi Prakalpa Scheme,Karma Sathi,Apply - Karma Sathi Prakalpa Scheme,https://bccs.wb.gov.in/home.html,23,"Micro, Small & Medium Enterprises and Textiles Department",0,F,1,f,It aims to create self-employment opportunity among the aspiring youth in the rural and urban areas of the State through setting up of new manufacturing enterprises and small businesses including services and trading.,The intended entrepreneur shall apply in the prescribed Application Form for assistance under the scheme either on-line through the Karma Sathi Portal or through physical application.,"1. Age: 18-50 years from date of notification i.e., 9th September 2020. 2. Educational Qualification: Minimum Class VIII passed.","Photo Identity proof, Proof of residence, Proof of age and educational qualification, SC/ST/PH certificate if applicable and Project Report."
176,Apply - Banglashree Scheme,Banglashree,Apply - Banglashree Scheme,https://wbmsme.gov.in/bskApi/bskPostData,23,"Micro, Small & Medium Enterprises and Textiles Department",0,F,1,f," Banglashree is an initiative towards ease of doing business in the state to do away to extend fiscal incentives.  
","A suitable micro, small and medium enterprise must submit its incentive application online in the prescribed format. For more detail, visit the official website of MSME (https://wbmsme.gov.in/banglashreereg).",The eligibility criteria is mentioned in the official website of Banglashree (https://wbmsme.gov.in/banglashreereg ),The requirement for documents varies based on the business type. Please follow the website of Banglashree.
178,Apply - Educational Loan Application,Loan,Apply - Educational Loan Application,https://www.wbminorityaffairs.in,24,Minority Affairs & Madrasah Education Department,0,F,1,f,To provide soft loan to needy individual minority youth for continuing their education,"","",""
179,Apply - Fresh Term Loan Application,Term Loan,Apply - Fresh Term Loan Application,https://tl.wbmdfc.org/bsk/apply,24,Minority Affairs & Madrasah Education Department,1,F,1,f,It aims to provide soft loan to individual minority youth for small & medium businesses to help them improve their economic status,"Online process: Application form can be downloaded from www. wbmdfc.org Offline processes -The application may be submitted round the year (on any working day) in prescribed format and at the local Block Development Office in case of rural areas and SDO Office in case of urban areas. In case of Kolkata, it should be submitted at the District Office of Minority Affairs situated in Minority Bhavan, 11/3 Dr. Biresh Guha Street, Park Circus, Kolkata-700017.","Applicant’s age must be between 18 to 50 years as on 1st January of the year in which he/she is applying for the loan. Annual family income for rural area must be within Rs.98, 000/-(Rupees Eighty-one thousand) and urban areas within Rs.1,20,000/- (Rupees One lakh twenty thousand) only. A guarantor is required for loan above Rs.40,000/-.","Photocopy of the Voter Card/Aadhar card, Pan Card, Residential Certificate, Trade Licence, and Income Certificate"
209,Apply - New Lift Owners License,Lift,Apply - New Lift Owners License,https://edistrict.wb.gov.in/,27,Power Department,0,P,1,t,"To enable the Owner of the Lift Installations to operate the lift, through online application and delivery system.","After applicant Registration in wb-edistrict, an applicant can select the Service for New lift owners licence and apply online, wherein details of required fees, attachments are given.","Details are as per West Bengal Lift Rule, 1958, www.wbpower.gov.in o Layout of lift installation o Approved sanction plan from the concerned Authority showing: o Installation diagram from the erecting firm in accordance with the Sanction Plan, o Proof of Ownership o Detail Electrical circuit diagram o Duly filled up electrical test form by authorised electrical contractor o Manufacturer test certificates.",""
180,Apply - SHG Loan Application,Loan,Apply - SHG Loan Application,https://wbminorityaffairs.in/,24,Minority Affairs & Madrasah Education Department,0,F,1,f,Empowerment of minority women for pursing economic activities and vocation of their choice.,"The application may be submitted round the year (on any working day) in prescribed format and at the local Block Development Office in case of rural areas and SDO Office in case of urban areas. In case of Kolkata, it should be submitted at the District Office Minority Affairs situated in Minority Bhavan, 11/3 Dr. Biresh Guha Street, Park Circus, Kolkata-700017.","Applicant’s age must be between 18 to 50 years as on 1st January of the year in which he/she is applying for the loan. Annual family income for rural area must be within Rs.98, 000/-(Rupees Eighty-one thousand) and urban areas within Rs 1, 20,000/- (Rupees One lakh twenty thousand) only","Photocopy of the Voter Card/ Aadhar card, Group Photo, Residential Certificate, Income Certificate and copy of resolution of the Group to be attached."
182,Apply - Construction of Boundary Wall,Loan,Apply - Construction of Boundary Wall,https://tl.wbmdfc.org/CitizenSignup.aspx?FinanceType=refinance,24,Minority Affairs & Madrasah Education Department,0,F,1,f,It aims to provide financial assistance for construction of Boundary Wall around Public Graveyards/ Idgah/ Mazar etc. with a view to safeguard religious sentiment and to prevent encroachment and trespassing.,Through: www.wbminorityaffairs.in can also be accessed through www.wbminorityaffairs.gov.in by clicking the link The application for the scheme is to be submitted online by the applicant uploading the scanned copies of documents along-with the application.,Must be a public Graveyards/Idgah/Mazar etc.,"(1) Resolution of the committee, (2) Land documents (ROR/Parcha) and non-encumbrance certificate from BL & LRO, (3) Rough sketch and mouza map"
183,Modify - Term Loan Application,Term Loan,Modify - Term Loan Application,https://tl.wbmdfc.org/bsk/apply,24,Minority Affairs & Madrasah Education Department,1,F,1,f,It aims to provide financial support to NGOs to enable them to enhance and modernise their existing infrastructure and intake capacity,The application for this scheme should be submitted online by the NGO concerned along with scanned copies of requisite documents (to be uploaded by the NGO) by logging in to section www.ngoscheme.wbminorityaffairs.in or through www.minorityaffairs.gov.in by clicking on the link Application for NGO.,"1. The NGO should be registered as a Trust/Society/Company with the appropriate registering authority. 2.The NGO must have at least 3 (three) years experience in implementing successfully Minority related projects on Education, Health and Skill Development. 3.The NGO must have a minimum administrative infrastructure of its own to run the project. 4.The NGO must be economically viable to run the project they are implementing. 5.The project or unit benefitting must be located in the vicinity of the habitation of minority people, so that the majority of the beneficiaries of the scheme are from the minority communities. 6. The NGO shall not have any commercial motive in running any of the projects.","o Copy of Registration Certificate of the NGO o Copy of up-to date acknowledgement/receipt for last return filed to the Registering authority o Project Report for the proposed scheme o Annual Report for the last three years o Audit Report along with Audited Accounts for the last three years o By-laws/Memorandum of Agreement of the NGO o Bank Statement for the last six months, showing balance amount equal to or more than 25% of the NGOs contribution for the project. o Declaration to the effect that the NGO will run &maintain the project and indicating source of 75% of the NGOs contribution of the Project Cost o Site Plan of the Project o Building Plan duly approved by the local authority and countersigned by DOMA o Cost Estimate of the project duly vetted by the Competent Authority as per latest PWD SOR o Copy of Record of Rights of land or Land purchase deed with application for mutation, if land not yet recorded in the name of the NGO. o Conversion Certificate of land if classification is other than Bastu/Viti. o Copy of up-to-date receipt of Gram Panchayat Tax/Municipal Tax and Land Revenue o Non-encumbrance Certificate of land signed by the Secretary of the NGO (format enclosed) o Photograph of the land where the project is proposed o If any Government Financial assistance from MA & ME Department received earlier for any project, details thereof with certificate of completion and operation of the Project along with copy of full UC, Photographs, and up-to-date Annual Performance Reports of the project."
184,Search - Bangla Awas Yojana,Scheme,Search - Bangla Awas Yojana,https://www.wbhousing.gov.in/files/Format%20of%20Application(PRHE).pdf,25,Panchayats & Rural Development Department,0,I,1,f,It aims to provide a pucca house with basic amenities to all houseless households and households living in kutcha and dilapidated house in rural areas.,"No procedure of Application, only selected beneficiaries from Permanent Wait List are eligible for the scheme benefit.","Identification and selection of beneficiaries, based on the housing deficiency and other social deprivation parameters in SECC 2011 data, and verified by the Gram Sabhas.",""
